Id,Weekly_Sales
22_93_2013-02-08,2326.9229649231834
22_93_2013-02-15,1800.1530595385852
22_93_2013-02-22,1765.509216007791
22_93_2013-03-01,1975.115389524271
22_93_2013-03-08,2317.0144177408974
22_93_2013-03-15,2058.9229053178115
22_93_2013-03-22,2075.332368030365
22_93_2013-03-29,2161.204293095572
22_93_2013-04-05,2526.968540230017
22_93_2013-04-12,2284.4313153446974
22_93_2013-04-19,2395.7738726415155
22_93_2013-04-26,2186.1800808945995
22_93_2013-05-03,3492.6972284291824
22_93_2013-05-10,3523.352063030691
22_93_2013-05-17,3154.44037132657
22_93_2013-05-24,3413.8102927884966
22_93_2013-05-31,3584.6089179032188
22_93_2013-06-07,4435.710649138456
22_93_2013-06-14,3734.2279525059566
22_93_2013-06-21,3909.9064476382364
22_93_2013-06-28,3985.4123255151317
22_93_2013-07-05,5088.221360723636
22_93_2013-07-12,3562.4056457195957
22_93_2013-07-19,3496.451106107781
22_93_2013-07-26,3638.907292909992
22_94_2012-11-02,108.91829065294951
22_94_2012-11-23,130.12352778545574
22_94_2012-12-07,174.74400870149816
22_94_2012-12-14,262.0936079492458
22_94_2012-12-21,344.7111079766298
22_94_2013-01-18,318.26900284262024
22_94_2013-02-15,235.19901541413014
22_94_2013-05-10,705.143838245757
22_94_2013-05-17,1505.4209377663865
22_94_2013-05-31,424.73667061774654
22_94_2013-06-21,30.080420838818327
22_94_2013-07-12,52.55628056697424
22_94_2013-07-19,76.67201801363285
22_94_2013-07-26,36.37795449731948
22_95_2012-11-02,55015.5431428707
22_95_2012-11-09,57279.630818351834
22_95_2012-11-16,54652.81104761973
22_95_2012-11-23,48488.7717490238
22_95_2012-11-30,55849.59408063685
22_95_2012-12-07,57845.08754671554
22_95_2012-12-14,57046.23569837132
22_95_2012-12-21,57804.53917577256
22_95_2012-12-28,46810.24402567764
22_95_2013-01-04,54767.627382281586
22_95_2013-01-11,51720.31478034307
22_95_2013-01-18,51733.05455829532
22_95_2013-01-25,50624.13409527864
22_95_2013-02-01,55274.59203003871
22_95_2013-02-08,57505.846388573606
22_95_2013-02-15,50959.178074490155
22_95_2013-02-22,53424.876833356604
22_95_2013-03-01,54783.3625462033
22_95_2013-03-08,58243.411113802955
22_95_2013-03-15,53388.49384328944
22_95_2013-03-22,54719.02935862452
22_95_2013-03-29,50825.99601498247
22_95_2013-04-05,60249.641102854395
22_95_2013-04-12,53307.42535713458
22_95_2013-04-19,55573.418714654
22_95_2013-04-26,54669.18309164457
22_95_2013-05-03,59202.57375089547
22_95_2013-05-10,57579.94157645899
22_95_2013-05-17,56385.29213326641
22_95_2013-05-24,60769.933716513166
22_95_2013-05-31,62242.003480554486
22_95_2013-06-07,62021.611305165374
22_95_2013-06-14,59380.20220274231
22_95_2013-06-21,60147.29362487762
22_95_2013-06-28,62444.98558589592
22_95_2013-07-05,67447.84932553508
22_95_2013-07-12,59679.134098964445
22_95_2013-07-19,59895.716718427524
22_95_2013-07-26,60515.966166695864
22_96_2012-11-02,2.27349354943658
22_96_2012-11-09,4.003344180841395
22_96_2012-11-16,3.1403233188827926
22_96_2012-11-23,-7.16949065998142
22_97_2012-11-02,4935.8415543365545
22_97_2012-11-09,4942.201277000719
22_97_2012-11-16,4708.425808050567
22_97_2012-11-23,4801.357565619701
22_97_2012-11-30,4879.021579472728
22_97_2012-12-07,5025.959937322044
22_97_2012-12-14,4741.323629252998
22_97_2012-12-21,4835.4542810443545
22_97_2012-12-28,4812.143765029918
22_97_2013-01-04,4658.669012740243
22_97_2013-01-11,4310.590815812244
22_97_2013-01-18,4268.605287041565
22_97_2013-01-25,4051.282255199295
22_97_2013-02-01,4726.44420690337
22_97_2013-02-08,4800.6402609986535
22_97_2013-02-15,4221.6594992710625
22_97_2013-02-22,4157.161588473445
22_97_2013-03-01,4386.747141811031
22_97_2013-03-08,4427.379149306826
22_97_2013-03-15,4119.994384163056
22_97_2013-03-22,3979.844154232098
22_97_2013-03-29,4122.219606954513
22_97_2013-04-05,4296.714325071291
22_97_2013-04-12,3923.9001358695914
22_97_2013-04-19,4028.941672164963
22_97_2013-04-26,4144.350315962127
22_97_2013-05-03,4335.252375903896
22_97_2013-05-10,4321.197351460995
22_97_2013-05-17,4006.6519486552943
22_97_2013-05-24,4205.95934525682
22_97_2013-05-31,4318.672698969562
22_97_2013-06-07,4868.503936205526
22_97_2013-06-14,4493.886866398935
22_97_2013-06-21,4639.691623262782
22_97_2013-06-28,4570.357945409904
22_97_2013-07-05,5206.382108195643
22_97_2013-07-12,4693.049187491148
22_97_2013-07-19,4514.623521833639
22_97_2013-07-26,4525.121735815428
22_98_2012-11-02,314.14402041594144
22_98_2012-11-09,267.961003027709
22_98_2012-11-16,374.2689696842285
22_98_2012-11-23,364.90709577077405
22_98_2012-11-30,228.60607307682494
22_98_2012-12-07,352.02358182563125
22_98_2012-12-14,458.6043535517208
22_98_2012-12-21,506.16746957524106
22_98_2012-12-28,205.81560091185133
22_98_2013-01-04,169.57706042473433
22_98_2013-01-11,188.75302003182765
22_98_2013-01-18,255.73603477541565
22_98_2013-01-25,204.4290929524268
22_98_2013-02-01,193.28523284096264
22_98_2013-02-08,237.17033076058874
22_98_2013-02-15,221.13233258694981
22_98_2013-02-22,161.85576949007918
22_98_2013-03-01,168.35866074610612
22_98_2013-03-08,213.74423261038692
22_98_2013-03-15,192.98370993165645
22_98_2013-03-22,141.9634758234488
22_98_2013-03-29,240.4174567469065
22_98_2013-04-05,223.73452610819118
22_98_2013-04-12,223.0834734045643
22_98_2013-04-19,114.84951455793316
22_98_2013-04-26,80.86087928947563
22_98_2013-05-03,130.33245348843616
22_98_2013-05-10,256.02910701235896
22_98_2013-05-17,139.44007363322953
22_98_2013-06-14,173.9489329698324
22_98_2013-06-21,104.84732711207607
22_98_2013-07-05,281.17751759919383
22_98_2013-07-12,154.29580783341885
22_98_2013-07-26,97.32900817504515
23_1_2012-11-02,47993.04091078311
23_1_2012-11-09,25836.863131789767
23_1_2012-11-16,25211.110654417203
23_1_2012-11-23,28741.921623408245
23_1_2012-11-30,35640.835034120064
23_1_2012-12-07,48494.804649156256
23_1_2012-12-14,74830.31104132665
23_1_2012-12-21,89061.18859651538
23_1_2012-12-28,32213.70431701852
23_1_2013-01-04,19504.381266630902
23_1_2013-01-11,18683.928671676887
23_1_2013-01-18,21832.181252719296
23_1_2013-01-25,23159.524345491118
23_1_2013-02-01,26731.628436811894
23_1_2013-02-08,35139.88708237468
23_1_2013-02-15,46060.8762401781
23_1_2013-02-22,45323.05980986716
23_1_2013-03-01,25519.392213717896
23_1_2013-03-08,26941.193500639074
23_1_2013-03-15,28138.074248413483
23_1_2013-03-22,51224.723933044246
23_1_2013-03-29,47065.51717768621
23_1_2013-04-05,97525.91252103799
23_1_2013-04-12,43586.43349409868
23_1_2013-04-19,21196.732246803418
23_1_2013-04-26,20990.200023841393
23_1_2013-05-03,22190.112652844713
23_1_2013-05-10,22910.13627751393
23_1_2013-05-17,23130.81468871746
23_1_2013-05-24,23427.40139193593
23_1_2013-05-31,23966.912443060908
23_1_2013-06-07,23996.137150454808
23_1_2013-06-14,24680.493988455393
23_1_2013-06-21,24792.998017696995
23_1_2013-06-28,25495.75779069171
23_1_2013-07-05,24401.754065877045
23_1_2013-07-12,23218.309221470427
23_1_2013-07-19,24423.257167506716
23_1_2013-07-26,25119.072243480958
23_2_2012-11-02,70664.49676283386
23_2_2012-11-09,70235.97018374517
23_2_2012-11-16,67739.54601038837
23_2_2012-11-23,71123.78873319576
23_2_2012-11-30,68722.6918247489
23_2_2012-12-07,81797.23150655869
23_2_2012-12-14,95022.5110292002
23_2_2012-12-21,108117.48323137502
23_2_2012-12-28,65816.64671878755
23_2_2013-01-04,59592.947206595774
23_2_2013-01-11,57233.08019083612
23_2_2013-01-18,58937.22120059683
23_2_2013-01-25,56574.76994900353
23_2_2013-02-01,63907.04366397006
23_2_2013-02-08,65520.862086851586
23_2_2013-02-15,65822.89579391098
23_2_2013-02-22,67627.51540041617
23_2_2013-03-01,66972.31879537844
23_2_2013-03-08,67223.19479457247
23_2_2013-03-15,64017.85780231369
23_2_2013-03-22,64290.09595637951
23_2_2013-03-29,64260.12958236658
23_2_2013-04-05,70446.05733473365
23_2_2013-04-12,65768.85858676382
23_2_2013-04-19,67152.42131744375
23_2_2013-04-26,66212.01335825426
23_2_2013-05-03,67315.77877595344
23_2_2013-05-10,65454.382597142656
23_2_2013-05-17,65783.57049437516
23_2_2013-05-24,72244.83093852914
23_2_2013-05-31,73109.33378200348
23_2_2013-06-07,76957.04775634437
23_2_2013-06-14,75436.53560193082
23_2_2013-06-21,75578.7593531074
23_2_2013-06-28,76251.09548946745
23_2_2013-07-05,79270.17215154771
23_2_2013-07-12,76510.28251146823
23_2_2013-07-19,76851.91154417633
23_2_2013-07-26,74795.74646155762
23_3_2012-11-02,12628.886245680873
23_3_2012-11-09,13972.299425922123
23_3_2012-11-16,14602.970693129184
23_3_2012-11-23,20531.308895480484
23_3_2012-11-30,17712.659861941775
23_3_2012-12-07,22541.02484383286
23_3_2012-12-14,26660.95724206916
23_3_2012-12-21,31992.095601472058
23_3_2012-12-28,19852.986874749004
23_3_2013-01-04,16098.337466398138
23_3_2013-01-11,15963.098436049004
23_3_2013-01-18,17868.527946187744
23_3_2013-01-25,15604.473018903835
23_3_2013-02-01,15656.034553738642
23_3_2013-02-08,15472.04242224283
23_3_2013-02-15,14846.33170770355
23_3_2013-02-22,13451.53191444801
23_3_2013-03-01,13675.82095805544
23_3_2013-03-08,12544.994455256225
23_3_2013-03-15,11992.87504198129
23_3_2013-03-22,11275.549906557671
23_3_2013-03-29,12067.589894470271
23_3_2013-04-05,13241.494525558652
23_3_2013-04-12,11026.153926290921
23_3_2013-04-19,11398.277055605133
23_3_2013-04-26,11759.117934200887
23_3_2013-05-03,11900.198453222083
23_3_2013-05-10,11182.214344242542
23_3_2013-05-17,11508.734171424
23_3_2013-05-24,11373.260566917226
23_3_2013-05-31,11372.56781628496
23_3_2013-06-07,12187.873670595138
23_3_2013-06-14,11514.404955304128
23_3_2013-06-21,11751.675039034386
23_3_2013-06-28,12940.00875056122
23_3_2013-07-05,12757.45740516643
23_3_2013-07-12,18285.38899204219
23_3_2013-07-19,24554.445802601425
23_3_2013-07-26,27029.604553966037
23_4_2012-11-02,28001.817570772306
23_4_2012-11-09,27409.11967588082
23_4_2012-11-16,26511.099477688753
23_4_2012-11-23,24026.8639609019
23_4_2012-11-30,22920.46643720082
23_4_2012-12-07,25963.278383826564
23_4_2012-12-14,26434.017950585967
23_4_2012-12-21,26434.870915343185
23_4_2012-12-28,22986.592795336153
23_4_2013-01-04,28620.342360010414
23_4_2013-01-11,25226.4786919064
23_4_2013-01-18,25627.456378639596
23_4_2013-01-25,24403.73825843163
23_4_2013-02-01,27156.756838548914
23_4_2013-02-08,26750.227806310126
23_4_2013-02-15,25609.820639935562
23_4_2013-02-22,25389.15712387475
23_4_2013-03-01,27076.883519251427
23_4_2013-03-08,26381.31136912467
23_4_2013-03-15,24555.066248687104
23_4_2013-03-22,23767.71943979899
23_4_2013-03-29,22877.413050932442
23_4_2013-04-05,28431.999183678654
23_4_2013-04-12,24685.364520781575
23_4_2013-04-19,26609.814078744388
23_4_2013-04-26,25517.048272277327
23_4_2013-05-03,27914.4256204498
23_4_2013-05-10,25981.431235252556
23_4_2013-05-17,26125.818338039506
23_4_2013-05-24,28970.272960637412
23_4_2013-05-31,29697.097119131096
23_4_2013-06-07,33707.874298737486
23_4_2013-06-14,31087.411180517684
23_4_2013-06-21,29723.878528807298
23_4_2013-06-28,29912.517943889896
23_4_2013-07-05,32958.91578965147
23_4_2013-07-12,32294.85815770551
23_4_2013-07-19,31430.14055134546
23_4_2013-07-26,30491.21874415518
23_5_2012-11-02,37899.92835356539
23_5_2012-11-09,49657.004232289364
23_5_2012-11-16,44875.41147032559
23_5_2012-11-23,123341.6220674211
23_5_2012-11-30,68289.86239820076
23_5_2012-12-07,62850.02777354449
23_5_2012-12-14,82643.4810779289
23_5_2012-12-21,115825.53369872652
23_5_2012-12-28,83826.9519947745
23_5_2013-01-04,29341.975215270093
23_5_2013-01-11,22787.231015549245
23_5_2013-01-18,25862.590263742015
23_5_2013-01-25,27864.890177259495
23_5_2013-02-01,36943.419439351776
23_5_2013-02-08,41423.03646553376
23_5_2013-02-15,46907.92526536822
23_5_2013-02-22,39137.19777266082
23_5_2013-03-01,41692.02054314806
23_5_2013-03-08,42653.67225248613
23_5_2013-03-15,39157.67124526086
23_5_2013-03-22,34101.67386814552
23_5_2013-03-29,42243.11547357251
23_5_2013-04-05,48609.14077925085
23_5_2013-04-12,33221.964524438474
23_5_2013-04-19,26464.30899453599
23_5_2013-04-26,26869.822031577096
23_5_2013-05-03,22907.91822044886
23_5_2013-05-10,22915.866286923763
23_5_2013-05-17,22988.15778755412
23_5_2013-05-24,20641.275906941504
23_5_2013-05-31,23856.20759320235
23_5_2013-06-07,26921.191365888255
23_5_2013-06-14,27790.416324233272
23_5_2013-06-21,24682.74791056598
23_5_2013-06-28,24716.249042937805
23_5_2013-07-05,21911.791943294713
23_5_2013-07-12,20654.16631808328
23_5_2013-07-19,21532.704099692073
23_5_2013-07-26,22610.87695017699
23_6_2012-11-02,5617.6044788489635
23_6_2012-11-09,5340.461094518745
23_6_2012-11-16,4438.569658390292
23_6_2012-11-23,22568.29906490419
23_6_2012-11-30,11991.458881476117
23_6_2012-12-07,7701.329348733572
23_6_2012-12-14,14218.048952797244
23_6_2012-12-21,21983.223447272783
23_6_2012-12-28,16547.277422840638
23_6_2013-01-04,2842.033117884211
23_6_2013-01-11,3063.982337444688
23_6_2013-01-18,3603.7128857064235
23_6_2013-01-25,3374.421055635088
23_6_2013-02-01,3752.695139755744
23_6_2013-02-08,5154.297433174654
23_6_2013-02-15,5072.606202998539
23_6_2013-02-22,5138.703159294348
23_6_2013-03-01,4353.959459831632
23_6_2013-03-08,4403.368927737185
23_6_2013-03-15,3446.313753656951
23_6_2013-03-22,3170.6988611662264
23_6_2013-03-29,3783.258839336185
23_6_2013-04-05,3449.216085234443
23_6_2013-04-12,3772.3574615164916
23_6_2013-04-19,3997.1475448257925
23_6_2013-04-26,4124.498391088385
23_6_2013-05-03,4196.848168801873
23_6_2013-05-10,5134.125972805146
23_6_2013-05-17,5375.048584208709
23_6_2013-05-24,6396.734446743767
23_6_2013-05-31,6168.820797405714
23_6_2013-06-07,6546.298806686931
23_6_2013-06-14,6559.381044274497
23_6_2013-06-21,5879.537838993756
23_6_2013-06-28,6037.0813304427065
23_6_2013-07-05,7796.448394914067
23_6_2013-07-12,6737.761585119516
23_6_2013-07-19,6238.446824437228
23_6_2013-07-26,6823.228433439885
23_7_2012-11-02,34212.10624662508
23_7_2012-11-09,44875.45639851072
23_7_2012-11-16,48957.51411441291
23_7_2012-11-23,122983.68760843559
23_7_2012-11-30,56727.200006613544
23_7_2012-12-07,97149.41488792122
23_7_2012-12-14,128624.94066347118
23_7_2012-12-21,170637.57491013757
23_7_2012-12-28,102310.1818765823
23_7_2013-01-04,15922.636306376193
23_7_2013-01-11,14836.271034728585
23_7_2013-01-18,15083.568089309365
23_7_2013-01-25,16428.228123660814
23_7_2013-02-01,21379.638130756677
23_7_2013-02-08,25245.725911178924
23_7_2013-02-15,26970.33945254729
23_7_2013-02-22,27070.18938964534
23_7_2013-03-01,26785.22233609728
23_7_2013-03-08,25980.98166791239
23_7_2013-03-15,33701.90967104301
23_7_2013-03-22,39270.914514656746
23_7_2013-03-29,37179.1580011963
23_7_2013-04-05,48539.955782138444
23_7_2013-04-12,38817.50276005432
23_7_2013-04-19,43422.581702460186
23_7_2013-04-26,43093.311154265866
23_7_2013-05-03,37375.93735762887
23_7_2013-05-10,36316.70336804107
23_7_2013-05-17,38314.04545129547
23_7_2013-05-24,47640.054420729546
23_7_2013-05-31,40303.63765739411
23_7_2013-06-07,44082.42810759188
23_7_2013-06-14,47331.483951888265
23_7_2013-06-21,47004.84275722898
23_7_2013-06-28,42023.20004621309
23_7_2013-07-05,45141.63927222969
23_7_2013-07-12,38538.357035485016
23_7_2013-07-19,33930.11040297655
23_7_2013-07-26,30783.66245065382
23_8_2012-11-02,40261.58633664656
23_8_2012-11-09,40684.41685306604
23_8_2012-11-16,39346.97621100116
23_8_2012-11-23,38778.05045275562
23_8_2012-11-30,39612.34345129885
23_8_2012-12-07,40897.78325461658
23_8_2012-12-14,44241.487175365255
23_8_2012-12-21,48961.0311676053
23_8_2012-12-28,34439.99967681956
23_8_2013-01-04,34329.295311062844
23_8_2013-01-11,32225.5007922996
23_8_2013-01-18,34143.58485229427
23_8_2013-01-25,31946.041929472398
23_8_2013-02-01,37366.757781300345
23_8_2013-02-08,38431.69183063313
23_8_2013-02-15,37145.68407908705
23_8_2013-02-22,37410.57621990852
23_8_2013-03-01,38142.61321604681
23_8_2013-03-08,38542.289743537534
23_8_2013-03-15,36527.76278680816
23_8_2013-03-22,35753.1443547188
23_8_2013-03-29,35703.03537247651
23_8_2013-04-05,40107.68558342374
23_8_2013-04-12,34449.669905890056
23_8_2013-04-19,35683.48461648049
23_8_2013-04-26,35962.79642009603
23_8_2013-05-03,38071.502994997194
23_8_2013-05-10,36304.08709492295
23_8_2013-05-17,35646.097773974856
23_8_2013-05-24,36000.5079656259
23_8_2013-05-31,36070.7121588454
23_8_2013-06-07,38818.57287497841
23_8_2013-06-14,36148.027587318946
23_8_2013-06-21,35875.453612596415
23_8_2013-06-28,35916.48774760247
23_8_2013-07-05,37972.82693328596
23_8_2013-07-12,36771.080934374455
23_8_2013-07-19,35929.893491865485
23_8_2013-07-26,36089.83567906033
23_9_2012-11-02,44856.13864557049
23_9_2012-11-09,47848.88371276363
23_9_2012-11-16,39509.439156667235
23_9_2012-11-23,44664.4353213809
23_9_2012-11-30,41514.927178956794
23_9_2012-12-07,44717.752899960666
23_9_2012-12-14,53229.721917294155
23_9_2012-12-21,71671.65557456622
23_9_2012-12-28,36313.54426110414
23_9_2013-01-04,23358.88059936015
23_9_2013-01-11,20240.46793704681
23_9_2013-01-18,21697.142644446318
23_9_2013-01-25,21193.838049517337
23_9_2013-02-01,23656.554927210796
23_9_2013-02-08,26718.57698120112
23_9_2013-02-15,28677.229241964258
23_9_2013-02-22,28806.713437188424
23_9_2013-03-01,28545.6733693507
23_9_2013-03-08,30385.38036825539
23_9_2013-03-15,35066.96788552651
23_9_2013-03-22,40275.16338032524
23_9_2013-03-29,42256.81992325151
23_9_2013-04-05,46880.05709124678
23_9_2013-04-12,48579.32946034645
23_9_2013-04-19,53422.49673185897
23_9_2013-04-26,53236.73697400113
23_9_2013-05-03,52448.70793272087
23_9_2013-05-10,52677.70587155818
23_9_2013-05-17,55830.87726034933
23_9_2013-05-24,72956.64190139683
23_9_2013-05-31,73796.512763219
23_9_2013-06-07,72569.89137452096
23_9_2013-06-14,85760.45035784921
23_9_2013-06-21,83585.16056133926
23_9_2013-06-28,83074.665588188
23_9_2013-07-05,88860.49931151507
23_9_2013-07-12,71903.77641381418
23_9_2013-07-19,71261.3082509305
23_9_2013-07-26,65954.23745674982
23_10_2012-11-02,29734.92560655348
23_10_2012-11-09,29952.543840171715
23_10_2012-11-16,27546.329528268554
23_10_2012-11-23,34171.74284932017
23_10_2012-11-30,32216.610161425648
23_10_2012-12-07,36945.944422698645
23_10_2012-12-14,42553.33888339092
23_10_2012-12-21,49189.471637975934
23_10_2012-12-28,36241.2059640939
23_10_2013-01-04,29336.96792464463
23_10_2013-01-11,27629.934907466482
23_10_2013-01-18,29754.623346123695
23_10_2013-01-25,26458.514570757983
23_10_2013-02-01,25250.306013118632
23_10_2013-02-08,28166.237182403158
23_10_2013-02-15,27242.534491675688
23_10_2013-02-22,27024.2556446502
23_10_2013-03-01,25775.439515634902
23_10_2013-03-08,28008.351388093
23_10_2013-03-15,28992.36455379882
23_10_2013-03-22,30767.279012677307
23_10_2013-03-29,29543.144116539585
23_10_2013-04-05,30456.12287033769
23_10_2013-04-12,29660.400100444735
23_10_2013-04-19,30820.101532731886
23_10_2013-04-26,30653.69299658493
23_10_2013-05-03,30868.786785746004
23_10_2013-05-10,33190.92807295731
23_10_2013-05-17,34153.276012964416
23_10_2013-05-24,37100.862238876405
23_10_2013-05-31,37761.023715784926
23_10_2013-06-07,35249.8776364056
23_10_2013-06-14,34540.49008194836
23_10_2013-06-21,34559.80450681989
23_10_2013-06-28,37007.63574438459
23_10_2013-07-05,36489.007153590836
23_10_2013-07-12,32459.300544040532
23_10_2013-07-19,32495.002946588254
23_10_2013-07-26,31726.397010320885
23_11_2012-11-02,26877.54951646703
23_11_2012-11-09,27921.56008465833
23_11_2012-11-16,25085.284575037058
23_11_2012-11-23,32551.12879138023
23_11_2012-11-30,30036.44082731107
23_11_2012-12-07,35077.710707141334
23_11_2012-12-14,36278.188971315285
23_11_2012-12-21,41898.0958818832
23_11_2012-12-28,30787.695484731223
23_11_2013-01-04,25265.131437281907
23_11_2013-01-11,23714.93202956619
23_11_2013-01-18,25673.515331685467
23_11_2013-01-25,23869.753189850595
23_11_2013-02-01,21212.349587331883
23_11_2013-02-08,22700.146441452463
23_11_2013-02-15,21903.06519415435
23_11_2013-02-22,22728.553153313424
23_11_2013-03-01,20642.61062558261
23_11_2013-03-08,19915.20306109128
23_11_2013-03-15,19398.766804207517
23_11_2013-03-22,22433.27964114745
23_11_2013-03-29,21005.083457683566
23_11_2013-04-05,21998.666026598017
23_11_2013-04-12,19783.087889524155
23_11_2013-04-19,25148.569694603066
23_11_2013-04-26,22822.081943804886
23_11_2013-05-03,22791.927827053034
23_11_2013-05-10,24615.20094784622
23_11_2013-05-17,28875.17935072026
23_11_2013-05-24,51369.701206498954
23_11_2013-05-31,62757.515048400805
23_11_2013-06-07,42411.38213287249
23_11_2013-06-14,40868.159659390396
23_11_2013-06-21,43973.69508822431
23_11_2013-06-28,46257.19463903574
23_11_2013-07-05,45718.64874942994
23_11_2013-07-12,41982.718741060395
23_11_2013-07-19,36973.09414220265
23_11_2013-07-26,29045.974537851816
23_12_2012-11-02,4634.396735641841
23_12_2012-11-09,4535.3622230235505
23_12_2012-11-16,4055.5105437605325
23_12_2012-11-23,3472.058897862271
23_12_2012-11-30,3251.882972554362
23_12_2012-12-07,3449.0359374922164
23_12_2012-12-14,3489.332245258902
23_12_2012-12-21,3338.534118688952
23_12_2012-12-28,2883.0721580405175
23_12_2013-01-04,3054.8088338260923
23_12_2013-01-11,2923.355038718562
23_12_2013-01-18,3056.8931822946497
23_12_2013-01-25,3106.548354355332
23_12_2013-02-01,3942.131794556066
23_12_2013-02-08,3867.5105377413265
23_12_2013-02-15,3494.4957990333005
23_12_2013-02-22,4022.2599277862273
23_12_2013-03-01,4132.259275479386
23_12_2013-03-08,3975.1196032343087
23_12_2013-03-15,4247.807135167412
23_12_2013-03-22,4842.136092345719
23_12_2013-03-29,4711.094070206664
23_12_2013-04-05,4640.11281502722
23_12_2013-04-12,5047.693749852928
23_12_2013-04-19,6031.484956094177
23_12_2013-04-26,6073.3929917668975
23_12_2013-05-03,6080.441631328128
23_12_2013-05-10,6064.608154373977
23_12_2013-05-17,6388.371599732513
23_12_2013-05-24,6802.394487086888
23_12_2013-05-31,6714.372834201417
23_12_2013-06-07,6879.320229688754
23_12_2013-06-14,6928.444419712402
23_12_2013-06-21,6685.036089728979
23_12_2013-06-28,6451.360772518517
23_12_2013-07-05,6549.903677598418
23_12_2013-07-12,7046.926599514991
23_12_2013-07-19,6552.331260802775
23_12_2013-07-26,6311.4989706626775
23_13_2012-11-02,37723.57766751328
23_13_2012-11-09,36888.32956223146
23_13_2012-11-16,33403.60852740016
23_13_2012-11-23,31349.413686538654
23_13_2012-11-30,30574.210839483592
23_13_2012-12-07,33141.28257780475
23_13_2012-12-14,32672.117334091003
23_13_2012-12-21,31990.56939687547
23_13_2012-12-28,29574.986274881914
23_13_2013-01-04,34600.05074463093
23_13_2013-01-11,31951.151932754932
23_13_2013-01-18,33487.30205935269
23_13_2013-01-25,31067.998476402667
23_13_2013-02-01,34390.618987923954
23_13_2013-02-08,34678.640924433836
23_13_2013-02-15,33594.71283175714
23_13_2013-02-22,34847.694051231294
23_13_2013-03-01,36679.1007354987
23_13_2013-03-08,36399.673324036004
23_13_2013-03-15,32629.42602156615
23_13_2013-03-22,33274.05947924312
23_13_2013-03-29,33200.736686191216
23_13_2013-04-05,37454.71074960918
23_13_2013-04-12,32411.472206815204
23_13_2013-04-19,33715.48284127069
23_13_2013-04-26,33748.97272128938
23_13_2013-05-03,36412.02502760282
23_13_2013-05-10,34049.66360109674
23_13_2013-05-17,33915.18223037411
23_13_2013-05-24,36441.875210382546
23_13_2013-05-31,36751.909307936505
23_13_2013-06-07,40372.02891690231
23_13_2013-06-14,36118.701294505205
23_13_2013-06-21,36074.994011992836
23_13_2013-06-28,36602.421518552495
23_13_2013-07-05,39664.337820834495
23_13_2013-07-12,37316.47975292842
23_13_2013-07-19,37173.04952746999
23_13_2013-07-26,37715.08479535445
23_14_2012-11-02,35277.539713422564
23_14_2012-11-09,36149.39968837363
23_14_2012-11-16,37772.91569264354
23_14_2012-11-23,73624.44793230627
23_14_2012-11-30,41171.17646807866
23_14_2012-12-07,52342.35170023007
23_14_2012-12-14,62208.104894165415
23_14_2012-12-21,79496.84890219454
23_14_2012-12-28,61904.647677878835
23_14_2013-01-04,27108.348537069873
23_14_2013-01-11,26557.84009861549
23_14_2013-01-18,27197.419390847506
23_14_2013-01-25,24977.565472266528
23_14_2013-02-01,28713.979889694292
23_14_2013-02-08,30928.030211588633
23_14_2013-02-15,30029.391109207812
23_14_2013-02-22,28585.358185747857
23_14_2013-03-01,30777.681032807606
23_14_2013-03-08,31528.97934456778
23_14_2013-03-15,27611.702258177025
23_14_2013-03-22,26601.78967840702
23_14_2013-03-29,28657.444290617263
23_14_2013-04-05,32587.616548500802
23_14_2013-04-12,29022.700578261487
23_14_2013-04-19,27524.928865008205
23_14_2013-04-26,29295.191563981873
23_14_2013-05-03,32198.985199975723
23_14_2013-05-10,31697.303164978934
23_14_2013-05-17,30060.905037205408
23_14_2013-05-24,30548.24931839794
23_14_2013-05-31,33856.47397864088
23_14_2013-06-07,36053.69403435012
23_14_2013-06-14,34025.311346668044
23_14_2013-06-21,32761.626647987046
23_14_2013-06-28,33470.750275530256
23_14_2013-07-05,34471.95326748997
23_14_2013-07-12,33782.07707918432
23_14_2013-07-19,31611.053698849373
23_14_2013-07-26,32385.55174302015
23_16_2012-11-02,5369.447682608956
23_16_2012-11-09,4880.540697507922
23_16_2012-11-16,4433.173442535129
23_16_2012-11-23,5205.523790064055
23_16_2012-11-30,4629.919352340375
23_16_2012-12-07,4681.336063681665
23_16_2012-12-14,5177.467741754985
23_16_2012-12-21,5514.167563949281
23_16_2012-12-28,5034.33230463903
23_16_2013-01-04,4098.5857671654685
23_16_2013-01-11,4740.019164365503
23_16_2013-01-18,5355.1625138544905
23_16_2013-01-25,4540.745967434054
23_16_2013-02-01,4461.358529434448
23_16_2013-02-08,4573.887625214709
23_16_2013-02-15,4372.058611461896
23_16_2013-02-22,4555.628398758818
23_16_2013-03-01,5345.723531158993
23_16_2013-03-08,7226.348568498204
23_16_2013-03-15,12765.875036212738
23_16_2013-03-22,26302.317962402063
23_16_2013-03-29,19325.276790298172
23_16_2013-04-05,21812.571599184113
23_16_2013-04-12,22479.788165587943
23_16_2013-04-19,38219.106834403836
23_16_2013-04-26,29626.50145340493
23_16_2013-05-03,48760.564073929316
23_16_2013-05-10,56920.027347775984
23_16_2013-05-17,60229.42815314216
23_16_2013-05-24,74295.79047173116
23_16_2013-05-31,82997.87470852479
23_16_2013-06-07,63127.5032721907
23_16_2013-06-14,67993.65468300488
