listing_id,high,medium,low
7046903,0.0,0.95,0.05
7053438,0.0,0.95,0.05
6993550,0.0,0.99,0.01
6999534,0.0,0.98,0.02
7060921,0.0,1.0,0.0
7051861,0.0,0.94,0.06
6958147,0.03,0.85,0.12
6977925,0.07,0.74,0.19
6998320,0.09,0.6,0.31
6977991,0.04,0.69,0.27
7035656,0.08,0.66,0.26
7082361,0.0,0.99,0.01
7026519,0.0,0.0,1.0
7027013,0.01,0.78,0.21
7047891,0.04,0.65,0.31
7044832,0.01,0.53,0.46
6962679,0.0,1.0,0.0
6982179,0.0,0.95,0.05
7023240,0.0,0.79,0.21
7078484,0.0,0.59,0.41
7065677,0.0,0.97,0.03
7044625,0.2,0.54,0.26
7043918,0.08,0.6,0.32
7053562,0.0,0.45,0.55
7041074,0.0,0.95,0.05
7055052,0.01,0.98,0.01
7044689,0.36,0.31,0.33
7008414,0.36,0.28,0.36
7024949,0.01,0.51,0.48
7079206,0.0,0.94,0.06
6980271,0.33,0.25,0.42
7038980,0.03,0.76,0.21
7065778,0.0,1.0,0.0
6966100,0.01,0.81,0.18
6980131,0.0,0.97,0.03
6952800,0.0,0.99,0.01
7057762,0.0,1.0,0.0
7000424,0.24,0.21,0.55
7049289,0.0,0.95,0.05
7003225,0.09,0.6,0.31
6957206,0.49,0.31,0.2
6975194,0.02,0.09,0.89
6962880,0.17,0.3,0.53
7016623,0.01,0.79,0.2
6954717,0.01,0.83,0.16
7023013,0.02,0.55,0.43
7013431,0.0,0.84,0.16
7029027,0.0,0.54,0.46
7009777,0.32,0.51,0.17
7077870,0.01,0.93,0.06
7057478,0.04,0.81,0.15
7427986,0.0,0.91,0.09
7067938,0.4,0.28,0.32
6995426,0.0,0.97,0.03
7019225,0.01,0.91,0.08
7019373,0.05,0.69,0.26
6981212,0.0,0.59,0.41
7036216,0.06,0.69,0.25
7044168,0.01,0.87,0.12
6952938,0.03,0.86,0.11
6999376,0.0,0.94,0.06
7002716,0.22,0.24,0.54
6986379,0.0,0.93,0.07
7072814,0.0,0.97,0.03
7018833,0.0,0.93,0.07
6962835,0.04,0.48,0.48
7058465,0.02,0.4,0.58
6965762,0.0,0.87,0.13
6967149,0.07,0.61,0.32
7022028,0.05,0.86,0.09
6952673,0.01,0.74,0.25
6957927,0.01,0.33,0.66
6991091,0.0,0.69,0.31
7068179,0.0,0.98,0.02
6962090,0.03,0.88,0.09
7083648,0.0,0.86,0.14
7060134,0.58,0.31,0.11
7049597,0.14,0.62,0.24
7060560,0.0,0.91,0.09
6956316,0.06,0.55,0.39
6984311,0.03,0.78,0.19
7083973,0.0,0.95,0.05
7006336,0.02,0.88,0.1
7039601,0.49,0.12,0.39
7021122,0.11,0.58,0.31
7029143,0.0,0.18,0.82
7040902,0.03,0.9,0.07
7034874,0.23,0.65,0.12
7060142,0.06,0.77,0.17
7030076,0.4,0.22,0.38
7052567,0.0,0.82,0.18
7007058,0.01,0.86,0.13
7016437,0.05,0.81,0.14
7034495,0.05,0.73,0.22
6979433,0.03,0.82,0.15
6958466,0.06,0.53,0.41
7008807,0.02,0.45,0.53
7013673,0.01,0.95,0.04
7051757,0.03,0.93,0.04
6964674,0.04,0.83,0.13
7084002,0.26,0.56,0.18
7015855,0.05,0.76,0.19
7007740,0.42,0.27,0.31
7077655,0.0,0.97,0.03
6995667,0.08,0.76,0.16
7022819,0.0,0.87,0.13
7061749,0.18,0.51,0.31
7069848,0.02,0.9,0.08
7031636,0.0,0.88,0.12
7070728,0.0,0.69,0.31
7053108,0.0,0.82,0.18
6980995,0.04,0.87,0.09
6981859,0.01,0.49,0.5
6955582,0.0,0.99,0.01
6977589,0.0,0.9,0.1
6988234,0.02,0.95,0.03
7072744,0.04,0.81,0.15
7002910,0.05,0.57,0.38
6966938,0.0,0.95,0.05
6960392,0.04,0.72,0.24
7052148,0.0,0.96,0.04
7044163,0.0,1.0,0.0
6970939,0.05,0.52,0.43
7049193,0.04,0.39,0.57
6985689,0.0,0.81,0.19
6954436,0.01,0.78,0.21
7071035,0.02,0.57,0.41
6977848,0.53,0.16,0.31
7072566,0.0,0.89,0.11
7058764,0.0,0.95,0.05
6969108,0.01,0.78,0.21
7073809,0.0,1.0,0.0
7079747,0.37,0.13,0.5
6957876,0.03,0.81,0.16
7079663,0.01,0.87,0.12
7038629,0.02,0.54,0.44
7060509,0.0,0.63,0.37
7065787,0.0,0.98,0.02
6977018,0.0,0.87,0.13
7079622,0.0,0.51,0.49
7078032,0.01,0.97,0.02
6956678,0.0,0.79,0.21
7078159,0.02,0.62,0.36
7082745,0.05,0.71,0.24
7071442,0.02,0.73,0.25
7014441,0.02,0.26,0.72
7054084,0.0,0.78,0.22
7056757,0.05,0.62,0.33
7070232,0.04,0.71,0.25
6970903,0.37,0.07,0.56
7014188,0.17,0.31,0.52
7007072,0.04,0.67,0.29
7049875,0.0,0.97,0.03
7079040,0.01,0.81,0.18
7002796,0.1,0.75,0.15
7066001,0.0,0.22,0.78
7070985,0.68,0.14,0.18
6961074,0.01,0.86,0.13
6999592,0.19,0.17,0.64
7014573,0.02,0.85,0.13
7048628,0.01,0.85,0.14
7067772,0.01,0.66,0.33
6990700,0.33,0.43,0.24
7024819,0.0,0.92,0.08
7011720,0.06,0.77,0.17
7081856,0.01,0.35,0.64
6969122,0.0,0.9,0.1
7041893,0.0,0.97,0.03
6979515,0.12,0.66,0.22
7069013,0.01,0.96,0.03
7059478,0.0,1.0,0.0
7076085,0.61,0.15,0.24
7024537,0.03,0.44,0.53
7043782,0.11,0.27,0.62
7065198,0.0,1.0,0.0
6994171,0.11,0.7,0.19
7041190,0.43,0.35,0.22
7068711,0.0,0.95,0.05
6978450,0.17,0.48,0.35
6997966,0.26,0.42,0.32
7024782,0.02,0.87,0.11
6969150,0.05,0.75,0.2
7080144,0.0,1.0,0.0
6989083,0.0,0.98,0.02
6999029,0.0,0.94,0.06
7070320,0.0,1.0,0.0
7006128,0.0,0.92,0.08
7041630,0.3,0.3,0.4
6955479,0.0,0.9,0.1
6995448,0.05,0.6,0.35
7072582,0.01,0.86,0.13
7066669,0.03,0.71,0.26
6964580,0.16,0.27,0.57
6971001,0.05,0.25,0.7
6973959,0.03,0.88,0.09
7056070,0.0,0.99,0.01
6986002,0.0,0.74,0.26
7012898,0.0,0.87,0.13
7001800,0.0,0.84,0.16
6990553,0.04,0.22,0.74
6996524,0.03,0.55,0.42
7050237,0.0,0.98,0.02
7021321,0.51,0.16,0.33
7067020,0.0,0.95,0.05
7040597,0.0,0.99,0.01
7011460,0.0,0.82,0.18
6980653,0.07,0.71,0.22
7050948,0.1,0.8,0.1
7039189,0.0,0.95,0.05
7078000,0.1,0.36,0.54
6978012,0.0,1.0,0.0
7054396,0.06,0.92,0.02
6976932,0.0,0.87,0.13
7022978,0.15,0.45,0.4
7000998,0.0,0.99,0.01
7023002,0.45,0.19,0.36
7032359,0.34,0.52,0.14
7070580,0.04,0.48,0.48
6969657,0.14,0.77,0.09
6967214,0.21,0.42,0.37
7033172,0.14,0.59,0.27
7013266,0.0,0.87,0.13
6979839,0.0,0.67,0.33
6979980,0.26,0.46,0.28
7073956,0.0,0.95,0.05
7055942,0.01,0.86,0.13
6986942,0.0,0.89,0.11
7043077,0.0,0.92,0.08
7069271,0.08,0.27,0.65
6975496,0.0,0.79,0.21
6954229,0.05,0.64,0.31
6963736,0.0,0.99,0.01
7064672,0.0,0.96,0.04
7047187,0.0,0.97,0.03
7060369,0.07,0.7,0.23
7076104,0.05,0.86,0.09
7012768,0.0,0.99,0.01
7038710,0.53,0.27,0.2
6998423,0.0,0.92,0.08
7052472,0.01,0.52,0.47
7007218,0.0,0.98,0.02
7038731,0.02,0.88,0.1
7071920,0.0,0.42,0.58
6974499,0.19,0.26,0.55
7019148,0.0,0.94,0.06
7012281,0.06,0.21,0.73
7036693,0.01,0.22,0.77
6986202,0.01,0.9,0.09
6972699,0.03,0.91,0.06
7019085,0.0,0.82,0.18
6965938,0.0,0.89,0.11
7049985,0.0,0.98,0.02
7031239,0.0,0.94,0.06
6980326,0.83,0.12,0.05
6996734,0.14,0.58,0.28
7080722,0.11,0.41,0.48
7054413,0.06,0.39,0.55
7053774,0.09,0.55,0.36
7031149,0.0,0.88,0.12
7040986,0.01,0.95,0.04
7040246,0.0,0.88,0.12
6990288,0.45,0.18,0.37
6992464,0.05,0.91,0.04
7042311,0.0,0.99,0.01
7019939,0.02,0.72,0.26
7044229,0.04,0.05,0.91
7049070,0.01,0.94,0.05
7077991,0.0,0.99,0.01
7076413,0.0,0.96,0.04
7017805,0.05,0.8,0.15
7039531,0.0,0.45,0.55
7025643,0.0,0.99,0.01
6995443,0.63,0.15,0.22
7078248,0.4,0.25,0.35
6982462,0.0,0.59,0.41
6960740,0.26,0.33,0.41
7019774,0.0,0.85,0.15
7031133,0.18,0.3,0.52
7024831,0.04,0.36,0.6
7042607,0.02,0.68,0.3
7082147,0.03,0.94,0.03
7053695,0.0,0.81,0.19
7054705,0.0,0.38,0.62
7013827,0.06,0.87,0.07
7047930,0.0,1.0,0.0
7036148,0.0,0.99,0.01
7028100,0.0,0.97,0.03
6982731,0.32,0.19,0.49
7037309,0.0,0.92,0.08
7067247,0.05,0.91,0.04
7043968,0.0,0.99,0.01
7037478,0.09,0.55,0.36
7045168,0.04,0.95,0.01
7026472,0.1,0.7,0.2
7003169,0.04,0.58,0.38
7073152,0.0,0.95,0.05
7033183,0.07,0.45,0.48
7054693,0.12,0.57,0.31
6964933,0.02,0.79,0.19
7014234,0.13,0.46,0.41
7061614,0.0,0.86,0.14
6981047,0.2,0.42,0.38
7026632,0.18,0.55,0.27
6966763,0.0,0.56,0.44
6995424,0.0,0.97,0.03
7019893,0.02,0.69,0.29
7028660,0.0,0.99,0.01
7057031,0.0,0.99,0.01
6952377,0.1,0.51,0.39
7007752,0.22,0.57,0.21
7007145,0.01,0.98,0.01
6984961,0.05,0.9,0.05
7070307,0.0,1.0,0.0
7054562,0.01,0.9,0.09
7031605,0.01,0.97,0.02
7023635,0.0,0.94,0.06
6987222,0.05,0.73,0.22
7062834,0.0,0.99,0.01
7027312,0.01,0.97,0.02
7055620,0.01,0.91,0.08
6987630,0.01,0.8,0.19
7000393,0.03,0.84,0.13
7052149,0.35,0.49,0.16
6971162,0.01,0.46,0.53
7059279,0.03,0.67,0.3
6981797,0.03,0.24,0.73
6987294,0.05,0.85,0.1
7046776,0.0,0.94,0.06
7078903,0.02,0.84,0.14
7010453,0.0,1.0,0.0
7012886,0.0,0.99,0.01
6971231,0.02,0.6,0.38
7064978,0.01,0.94,0.05
7032496,0.0,0.99,0.01
7013951,0.0,0.99,0.01
7006685,0.0,0.8,0.2
6965510,0.34,0.52,0.14
7035716,0.0,0.88,0.12
6963025,0.0,0.6,0.4
6971020,0.03,0.79,0.18
7071636,0.66,0.25,0.09
6971805,0.37,0.44,0.19
7026525,0.13,0.36,0.51
7039551,0.01,0.23,0.76
6981093,0.34,0.33,0.33
6957048,0.02,0.72,0.26
6959479,0.0,0.92,0.08
7020707,0.0,1.0,0.0
7031912,0.02,0.71,0.27
6995592,0.2,0.6,0.2
6983499,0.05,0.48,0.47
7062222,0.02,0.48,0.5
7036965,0.03,0.92,0.05
7003446,0.04,0.65,0.31
6990137,0.04,0.79,0.17
7039655,0.57,0.06,0.37
7083499,0.0,1.0,0.0
6993479,0.02,0.87,0.11
7014691,0.06,0.69,0.25
7014473,0.0,0.88,0.12
7043165,0.01,0.86,0.13
7021289,0.0,0.63,0.37
6976165,0.41,0.2,0.39
7067161,0.36,0.14,0.5
7036295,0.0,0.98,0.02
7019271,0.11,0.31,0.58
6971346,0.0,0.88,0.12
6964611,0.02,0.89,0.09
7005440,0.0,0.97,0.03
6963999,0.0,0.82,0.18
6966278,0.26,0.7,0.04
7029561,0.06,0.89,0.05
6973204,0.0,0.88,0.12
7040814,0.0,0.09,0.91
7019375,0.41,0.36,0.23
7046932,0.01,0.93,0.06
7013891,0.14,0.61,0.25
6952789,0.46,0.22,0.32
6975716,0.22,0.33,0.45
7036250,0.26,0.41,0.33
7033133,0.0,0.69,0.31
6955855,0.02,0.92,0.06
7077740,0.05,0.73,0.22
7029130,0.03,0.79,0.18
7069523,0.0,0.91,0.09
7039545,0.05,0.81,0.14
6971726,0.51,0.12,0.37
7541462,0.09,0.84,0.07
7077889,0.0,0.78,0.22
7051706,0.0,0.91,0.09
6979042,0.03,0.96,0.01
7008568,0.26,0.52,0.22
7064471,0.0,1.0,0.0
7028758,0.05,0.55,0.4
7014075,0.1,0.55,0.35
7041453,0.04,0.87,0.09
6980523,0.05,0.54,0.41
7061601,0.0,0.9,0.1
6979065,0.0,0.99,0.01
6973152,0.0,0.68,0.32
7042937,0.01,0.47,0.52
6954755,0.02,0.59,0.39
6976877,0.0,0.77,0.23
6975611,0.02,0.71,0.27
7414310,0.03,0.88,0.09
7000838,0.08,0.43,0.49
7044015,0.0,0.68,0.32
7031228,0.91,0.02,0.07
6960178,0.01,0.75,0.24
6994063,0.0,0.81,0.19
7061761,0.43,0.15,0.42
6959513,0.0,0.98,0.02
7017787,0.04,0.91,0.05
7328820,0.01,0.87,0.12
6976608,0.02,0.39,0.59
6962526,0.01,0.85,0.14
7030085,0.0,0.92,0.08
7057969,0.0,1.0,0.0
7019980,0.1,0.31,0.59
7029904,0.16,0.19,0.65
7037189,0.02,0.59,0.39
7001895,0.14,0.67,0.19
7081528,0.03,0.43,0.54
7051855,0.0,0.9,0.1
6957804,0.02,0.83,0.15
7070639,0.0,1.0,0.0
7014172,0.02,0.94,0.04
6966504,0.61,0.3,0.09
7009307,0.0,0.98,0.02
7017909,0.0,0.93,0.07
7018193,0.0,0.96,0.04
7029301,0.02,0.56,0.42
6980779,0.0,0.77,0.23
7031305,0.06,0.54,0.4
7060981,0.04,0.7,0.26
6980695,0.44,0.26,0.3
7030089,0.51,0.24,0.25
7058328,0.01,0.65,0.34
7063425,0.0,0.82,0.18
7064811,0.18,0.21,0.61
6959770,0.04,0.74,0.22
7272856,0.15,0.74,0.11
6951884,0.25,0.58,0.17
6963332,0.08,0.85,0.07
7067890,0.0,0.89,0.11
7002223,0.0,0.96,0.04
7016519,0.04,0.92,0.04
6973921,0.0,0.91,0.09
7014671,0.04,0.81,0.15
7030869,0.15,0.05,0.8
7063841,0.0,0.42,0.58
7006460,0.01,0.9,0.09
6966297,0.01,0.88,0.11
6952106,0.05,0.23,0.72
6970481,0.06,0.85,0.09
7019319,0.0,0.87,0.13
7005994,0.02,0.75,0.23
7029483,0.07,0.77,0.16
7077955,0.07,0.36,0.57
7008837,0.05,0.68,0.27
7078459,0.0,0.64,0.36
7006004,0.01,0.81,0.18
6989773,0.02,0.51,0.47
7053641,0.15,0.65,0.2
7011407,0.01,0.94,0.05
6996063,0.0,0.99,0.01
7011753,0.11,0.57,0.32
6974808,0.13,0.63,0.24
6996904,0.0,0.95,0.05
6996980,0.16,0.3,0.54
6993039,0.03,0.64,0.33
7070216,0.03,0.78,0.19
6993314,0.01,0.52,0.47
7032121,0.52,0.28,0.2
7066010,0.0,0.92,0.08
6976287,0.0,0.99,0.01
6968375,0.0,0.78,0.22
7007201,0.0,0.94,0.06
6961420,0.0,0.98,0.02
7011917,0.16,0.36,0.48
7116513,0.0,0.94,0.06
7084040,0.02,0.95,0.03
6960038,0.01,0.96,0.03
7005476,0.0,0.83,0.17
6972903,0.01,0.8,0.19
6989077,0.0,0.92,0.08
7043797,0.04,0.75,0.21
7044228,0.0,0.53,0.47
7071226,0.0,1.0,0.0
7069772,0.02,0.9,0.08
7035057,0.08,0.73,0.19
6967908,0.07,0.83,0.1
6982430,0.04,0.82,0.14
7016307,0.0,0.99,0.01
6965456,0.0,0.92,0.08
6977625,0.0,0.94,0.06
7075617,0.01,0.31,0.68
7078892,0.1,0.41,0.49
7045550,0.0,0.83,0.17
7024572,0.05,0.5,0.45
6959342,0.25,0.21,0.54
7027750,0.02,0.98,0.0
7044148,0.0,0.9,0.1
7025409,0.04,0.74,0.22
7055698,0.0,0.44,0.56
7001948,0.68,0.22,0.1
7009398,0.03,0.82,0.15
7020774,0.0,1.0,0.0
7070894,0.29,0.3,0.41
7049367,0.73,0.1,0.17
6961834,0.08,0.67,0.25
7081608,0.0,0.63,0.37
7011233,0.04,0.36,0.6
6995037,0.37,0.4,0.23
6961021,0.0,0.96,0.04
6975123,0.01,0.83,0.16
7051277,0.0,0.91,0.09
7034609,0.0,0.99,0.01
7040099,0.01,0.92,0.07
6980678,0.0,1.0,0.0
6958272,0.01,0.84,0.15
6987043,0.04,0.74,0.22
7014518,0.07,0.35,0.58
6954057,0.48,0.17,0.35
7019901,0.0,0.26,0.74
7069607,0.0,1.0,0.0
6992662,0.0,0.99,0.01
7024226,0.01,0.25,0.74
7034281,0.0,0.31,0.69
6987614,0.0,0.95,0.05
7051466,0.03,0.13,0.84
6959791,0.01,0.69,0.3
7052201,0.0,1.0,0.0
7053581,0.14,0.29,0.57
6968125,0.18,0.48,0.34
6968672,0.11,0.5,0.39
7006827,0.0,0.89,0.11
7081317,0.0,0.98,0.02
7038816,0.07,0.74,0.19
6957084,0.02,0.7,0.28
7078005,0.0,1.0,0.0
6955867,0.03,0.69,0.28
6990822,0.01,0.93,0.06
7079252,0.0,0.89,0.11
7079099,0.01,0.98,0.01
6966493,0.02,0.05,0.93
7011947,0.03,0.96,0.01
6997244,0.01,0.97,0.02
7005019,0.0,0.96,0.04
7067267,0.01,0.22,0.77
7081186,0.03,0.37,0.6
6979084,0.02,0.9,0.08
6989501,0.0,0.98,0.02
6990993,0.03,0.83,0.14
6975236,0.12,0.39,0.49
6979873,0.0,0.94,0.06
7082554,0.0,0.92,0.08
7065376,0.41,0.1,0.49
7051308,0.01,0.89,0.1
6971227,0.05,0.66,0.29
7032782,0.48,0.48,0.04
6961952,0.56,0.1,0.34
7028407,0.47,0.27,0.26
7034700,0.0,0.98,0.02
7038635,0.03,0.15,0.82
6958580,0.0,0.98,0.02
6987070,0.01,0.74,0.25
7019590,0.11,0.51,0.38
7025776,0.03,0.94,0.03
6977935,0.0,0.63,0.37
7008129,0.18,0.59,0.23
6998133,0.0,1.0,0.0
6954361,0.04,0.75,0.21
6972839,0.0,0.89,0.11
7006916,0.02,0.38,0.6
7046106,0.0,1.0,0.0
7014435,0.0,0.89,0.11
6963268,0.01,0.94,0.05
6961407,0.17,0.26,0.57
6993760,0.22,0.71,0.07
7050898,0.15,0.64,0.21
6962544,0.03,0.5,0.47
6988980,0.02,0.53,0.45
6995002,0.0,0.97,0.03
7058153,0.08,0.59,0.33
7082400,0.04,0.86,0.1
6953454,0.0,0.95,0.05
7046060,0.03,0.81,0.16
7063418,0.17,0.77,0.06
7078875,0.0,0.93,0.07
6996007,0.0,1.0,0.0
7022813,0.0,0.92,0.08
7010691,0.24,0.65,0.11
6988340,0.0,1.0,0.0
7034785,0.0,1.0,0.0
7078285,0.33,0.26,0.41
6972014,0.0,0.95,0.05
7053444,0.11,0.58,0.31
6984522,0.02,0.58,0.4
6973049,0.6,0.21,0.19
6988388,0.01,0.5,0.49
6959108,0.07,0.66,0.27
7033680,0.23,0.45,0.32
7073650,0.01,0.94,0.05
6995871,0.25,0.33,0.42
7036379,0.01,0.86,0.13
7006311,0.0,0.96,0.04
7053748,0.1,0.52,0.38
6988249,0.01,0.26,0.73
7080601,0.04,0.84,0.12
6979724,0.01,0.71,0.28
7053309,0.29,0.53,0.18
6996873,0.0,0.98,0.02
6959345,0.0,1.0,0.0
7030940,0.0,0.89,0.11
6991531,0.06,0.62,0.32
7071339,0.0,0.94,0.06
6956227,0.22,0.62,0.16
6997204,0.02,0.69,0.29
7080620,0.03,0.45,0.52
6963063,0.25,0.45,0.3
7011506,0.05,0.37,0.58
6967682,0.0,0.83,0.17
7005870,0.0,0.73,0.27
7024451,0.0,0.96,0.04
7042647,0.01,0.75,0.24
7038393,0.49,0.37,0.14
6985692,0.06,0.8,0.14
7014547,0.0,0.99,0.01
7073858,0.0,0.91,0.09
7017022,0.0,0.88,0.12
7052484,0.0,0.92,0.08
7062276,0.01,0.67,0.32
7058064,0.04,0.34,0.62
6989745,0.07,0.79,0.14
6981119,0.1,0.73,0.17
7075161,0.02,0.71,0.27
7046378,0.01,0.98,0.01
7035167,0.0,0.85,0.15
7034347,0.0,1.0,0.0
7070939,0.02,0.76,0.22
7046292,0.01,0.98,0.01
7074630,0.0,0.86,0.14
7036110,0.02,0.93,0.05
7019804,0.01,0.98,0.01
7051600,0.0,0.91,0.09
7053745,0.03,0.83,0.14
6987978,0.0,0.57,0.43
7016303,0.3,0.43,0.27
7039133,0.0,0.97,0.03
7448996,0.0,0.92,0.08
7049182,0.03,0.73,0.24
7028642,0.08,0.66,0.26
7013860,0.46,0.48,0.06
6986997,0.04,0.91,0.05
7053393,0.01,0.69,0.3
6997042,0.08,0.52,0.4
7037187,0.0,0.88,0.12
7006278,0.01,0.39,0.6
7056626,0.08,0.79,0.13
7048001,0.0,0.82,0.18
7031959,0.0,0.99,0.01
7072462,0.2,0.23,0.57
7029107,0.16,0.61,0.23
6996403,0.0,0.99,0.01
7072141,0.0,1.0,0.0
6968162,0.01,0.87,0.12
7052056,0.02,0.54,0.44
7072491,0.06,0.01,0.93
7002243,0.02,0.82,0.16
6959589,0.02,0.93,0.05
7038164,0.0,0.97,0.03
7074451,0.1,0.72,0.18
7001649,0.0,0.99,0.01
7024458,0.0,1.0,0.0
7059223,0.01,0.85,0.14
6984409,0.02,0.74,0.24
7032489,0.06,0.86,0.08
7014006,0.14,0.22,0.64
6970121,0.0,0.68,0.32
7041555,0.0,0.9,0.1
7045885,0.0,0.32,0.68
7050955,0.03,0.61,0.36
7042426,0.0,0.95,0.05
7042910,0.15,0.77,0.08
7041526,0.07,0.78,0.15
7714404,0.0,0.94,0.06
7060939,0.05,0.81,0.14
7032161,0.29,0.32,0.39
7039336,0.01,0.79,0.2
7016693,0.0,0.93,0.07
7047117,0.02,0.26,0.72
6991827,0.33,0.09,0.58
7038546,0.0,0.99,0.01
7060691,0.3,0.33,0.37
7011307,0.13,0.46,0.41
6982392,0.02,0.13,0.85
7052003,0.01,0.98,0.01
7056555,0.0,0.87,0.13
7006520,0.2,0.66,0.14
7080443,0.02,0.85,0.13
6954126,0.01,0.84,0.15
7043112,0.01,0.85,0.14
6993052,0.13,0.79,0.08
6964408,0.03,0.76,0.21
7066436,0.01,0.72,0.27
7021833,0.0,0.98,0.02
6958838,0.05,0.59,0.36
7053342,0.15,0.64,0.21
6966366,0.0,0.7,0.3
7054415,0.06,0.78,0.16
6961059,0.0,0.45,0.55
6982014,0.1,0.37,0.53
7063998,0.05,0.37,0.58
6980535,0.06,0.73,0.21
6970512,0.04,0.16,0.8
6963352,0.17,0.78,0.05
7059543,0.03,0.73,0.24
7055919,0.02,0.78,0.2
7053567,0.0,0.98,0.02
6990637,0.12,0.54,0.34
6992691,0.1,0.65,0.25
7074289,0.0,0.99,0.01
6959024,0.12,0.2,0.68
7044409,0.01,0.92,0.07
7052989,0.0,0.99,0.01
7017753,0.0,0.96,0.04
7072625,0.03,0.97,0.0
6989710,0.01,0.94,0.05
7010791,0.16,0.14,0.7
7039474,0.01,0.79,0.2
7028803,0.34,0.14,0.52
6983058,0.05,0.65,0.3
7050251,0.0,0.88,0.12
6960950,0.08,0.64,0.28
7044923,0.04,0.78,0.18
7024834,0.0,0.99,0.01
6994033,0.0,0.99,0.01
7017177,0.0,0.89,0.11
6970099,0.23,0.26,0.51
7014942,0.04,0.9,0.06
7029880,0.53,0.16,0.31
7040123,0.01,0.93,0.06
6995588,0.06,0.85,0.09
6987448,0.17,0.63,0.2
7026862,0.03,0.61,0.36
7016615,0.05,0.7,0.25
7053619,0.0,0.99,0.01
7029683,0.71,0.18,0.11
6972584,0.05,0.76,0.19
7038622,0.0,0.91,0.09
7057215,0.13,0.51,0.36
7033043,0.52,0.23,0.25
6959746,0.0,0.72,0.28
7009492,0.01,0.95,0.04
7062501,0.04,0.63,0.33
7048409,0.02,0.86,0.12
6990892,0.0,0.95,0.05
6994467,0.0,0.98,0.02
7052234,0.01,0.86,0.13
7022258,0.01,0.97,0.02
7009989,0.01,0.84,0.15
7001540,0.05,0.24,0.71
6987964,0.0,0.96,0.04
7016558,0.0,0.7,0.3
7081666,0.07,0.3,0.63
7011644,0.0,0.98,0.02
6982001,0.0,1.0,0.0
7021548,0.0,0.98,0.02
7058246,0.0,1.0,0.0
6990550,0.01,0.96,0.03
7058700,0.12,0.68,0.2
7036508,0.15,0.22,0.63
7024265,0.0,0.67,0.33
6964330,0.0,1.0,0.0
6976490,0.32,0.35,0.33
7063000,0.13,0.64,0.23
7016695,0.0,0.98,0.02
7077018,0.11,0.7,0.19
7040177,0.01,0.89,0.1
6960597,0.0,1.0,0.0
7001355,0.0,1.0,0.0
7070618,0.0,0.98,0.02
7032358,0.0,1.0,0.0
7079144,0.0,0.98,0.02
7054766,0.0,0.72,0.28
7052434,0.04,0.91,0.05
7002064,0.0,0.91,0.09
6990989,0.02,0.77,0.21
7074455,0.04,0.45,0.51
7082837,0.01,0.97,0.02
6998266,0.0,1.0,0.0
7053214,0.16,0.41,0.43
7016372,0.17,0.68,0.15
7060190,0.07,0.45,0.48
6980276,0.0,0.39,0.61
7014237,0.0,0.7,0.3
7027818,0.08,0.6,0.32
7027127,0.0,0.97,0.03
7042499,0.09,0.73,0.18
7060833,0.26,0.28,0.46
6978509,0.01,0.96,0.03
7006361,0.13,0.76,0.11
6982300,0.04,0.46,0.5
6963760,0.08,0.68,0.24
7041995,0.0,0.96,0.04
7038800,0.0,0.91,0.09
7024464,0.29,0.1,0.61
7066711,0.0,0.99,0.01
6958670,0.04,0.77,0.19
7081842,0.07,0.86,0.07
7011206,0.05,0.16,0.79
7074490,0.02,0.1,0.88
7055660,0.03,0.85,0.12
7078127,0.13,0.3,0.57
7066023,0.0,0.99,0.01
7021549,0.0,1.0,0.0
6982914,0.01,0.74,0.25
7038326,0.0,0.97,0.03
7013201,0.01,0.73,0.26
6987064,0.0,0.92,0.08
7051164,0.0,0.96,0.04
7002447,0.0,0.93,0.07
7060824,0.0,1.0,0.0
6966698,0.0,0.97,0.03
7002635,0.0,1.0,0.0
6974272,0.0,0.97,0.03
6998628,0.04,0.84,0.12
6966240,0.08,0.67,0.25
7026346,0.0,0.94,0.06
7083117,0.0,0.67,0.33
6967286,0.02,0.89,0.09
7017483,0.0,0.88,0.12
7005544,0.0,0.44,0.56
7029413,0.01,0.92,0.07
6987696,0.0,0.99,0.01
7077140,0.05,0.65,0.3
6993088,0.02,0.97,0.01
6987684,0.07,0.9,0.03
7010762,0.01,0.3,0.69
7075229,0.08,0.03,0.89
7002769,0.2,0.47,0.33
7024077,0.01,0.86,0.13
7061775,0.11,0.35,0.54
7003559,0.08,0.81,0.11
7046540,0.02,0.17,0.81
7059036,0.11,0.28,0.61
6987032,0.31,0.16,0.53
6980938,0.17,0.43,0.4
7055141,0.0,0.83,0.17
7007477,0.06,0.85,0.09
7042954,0.14,0.15,0.71
6975407,0.52,0.2,0.28
7025998,0.05,0.71,0.24
7059634,0.0,0.97,0.03
7054080,0.01,0.95,0.04
7036561,0.0,0.92,0.08
6967468,0.64,0.3,0.06
7065846,0.0,0.39,0.61
6985358,0.02,0.77,0.21
7045612,0.12,0.74,0.14
7020114,0.18,0.59,0.23
7015880,0.37,0.12,0.51
6971143,0.01,0.83,0.16
7061215,0.06,0.45,0.49
6989917,0.6,0.29,0.11
6970397,0.0,1.0,0.0
6993882,0.07,0.27,0.66
7069074,0.0,0.97,0.03
7046221,0.0,0.89,0.11
7065076,0.0,0.97,0.03
7067878,0.0,0.95,0.05
7055605,0.06,0.83,0.11
7054046,0.0,0.98,0.02
